"fact_id","time_id","fault_label","condition_id","shaft_rpm","engine_load","fuel_flow","air_pressure","ambient_temp","oil_temp","oil_pressure","vibration_x","vibration_y","vibration_z","cyl1_pressure","cyl1_exhaust_temp","cyl2_pressure","cyl2_exhaust_temp","cyl3_pressure","cyl3_exhaust_temp","cyl4_pressure","cyl4_exhaust_temp","sfoc","load_factor"
"3553",227,4,1,"972.21","69.13","114.30","1.15","30.39","83.35","3.03","0.26","0.3362","0.0465","139.21","434.69","134.79","412.69","154.36","397.58","159.19","436.53","1.65","0.69"
"3554",98,4,1,"972.21","69.13","114.30","1.15","30.39","83.35","3.03","0.26","0.3362","0.0465","139.21","434.69","134.79","412.69","154.36","397.58","159.19","436.53","1.65","0.69"
"3555",227,6,1,"1017.93","49.70","122.97","0.70","26.74","82.64","3.57","0.02","0.0181","0.0942","164.00","457.47","145.48","424.05","140.10","443.03","144.64","405.77","2.47","0.50"
"3556",98,6,1,"1017.93","49.70","122.97","0.70","26.74","82.64","3.57","0.02","0.0181","0.0942","164.00","457.47","145.48","424.05","140.10","443.03","144.64","405.77","2.47","0.50"
"3557",227,0,1,"952.60","88.33","130.75","1.30","24.47","78.33","3.11","0.04","0.0438","0.1051","147.49","373.68","139.05","411.90","148.10","424.66","140.91","408.42","1.48","0.88"
"3558",98,0,1,"952.60","88.33","130.75","1.30","24.47","78.33","3.11","0.04","0.0438","0.1051","147.49","373.68","139.05","411.90","148.10","424.66","140.91","408.42","1.48","0.88"
"3559",227,0,1,"1019.51","75.85","139.22","1.25","24.93","87.89","3.44","0.04","0.0703","0.0656","145.11","414.26","154.81","424.35","146.98","415.14","149.82","388.36","1.84","0.76"
"3560",98,0,1,"1019.51","75.85","139.22","1.25","24.93","87.89","3.44","0.04","0.0703","0.0656","145.11","414.26","154.81","424.35","146.98","415.14","149.82","388.36","1.84","0.76"
"3561",227,0,1,"968.23","86.66","136.40","1.27","23.79","77.72","2.35","0.07","0.0502","0.0537","153.74","414.20","154.71","375.97","135.08","411.09","143.41","442.64","1.57","0.87"
"3562",98,0,1,"968.23","86.66","136.40","1.27","23.79","77.72","2.35","0.07","0.0502","0.0537","153.74","414.20","154.71","375.97","135.08","411.09","143.41","442.64","1.57","0.87"
"3563",227,0,1,"950.47","52.11","130.47","1.37","28.55","76.55","4.05","0.05","0.0519","0.0614","152.29","381.03","159.21","471.55","135.17","447.91","135.99","398.28","2.50","0.52"
"3564",98,0,1,"950.47","52.11","130.47","1.37","28.55","76.55","4.05","0.05","0.0519","0.0614","152.29","381.03","159.21","471.55","135.17","447.91","135.99","398.28","2.50","0.52"
"3565",227,0,1,"965.30","77.64","119.65","1.18","26.45","88.24","3.48","0.03","0.0166","0.0407","151.97","416.14","148.46","469.13","130.61","418.20","141.33","425.98","1.54","0.78"
"3566",98,0,1,"965.30","77.64","119.65","1.18","26.45","88.24","3.48","0.03","0.0166","0.0407","151.97","416.14","148.46","469.13","130.61","418.20","141.33","425.98","1.54","0.78"
"3567",227,0,1,"1020.84","79.46","136.87","1.12","28.43","87.67","3.34","0.07","0.0353","0.0663","145.33","408.63","146.54","403.08","147.11","423.96","141.62","387.82","1.72","0.79"
"3568",98,0,1,"1020.84","79.46","136.87","1.12","28.43","87.67","3.34","0.07","0.0353","0.0663","145.33","408.63","146.54","403.08","147.11","423.96","141.62","387.82","1.72","0.79"
"3569",227,0,1,"947.45","61.51","125.60","1.17","28.00","74.57","3.18","0.02","0.0242","0.0547","138.14","403.10","156.42","370.20","142.67","406.33","151.82","343.91","2.04","0.62"
"3570",98,0,1,"947.45","61.51","125.60","1.17","28.00","74.57","3.18","0.02","0.0242","0.0547","138.14","403.10","156.42","370.20","142.67","406.33","151.82","343.91","2.04","0.62"
"3571",227,1,1,"980.99","74.18","124.62","0.97","25.26","70.25","3.27","0.01","0.0574","0.0525","152.89","421.24","156.37","503.11","156.00","416.34","154.55","433.54","1.68","0.74"
"3572",98,1,1,"980.99","74.18","124.62","0.97","25.26","70.25","3.27","0.01","0.0574","0.0525","152.89","421.24","156.37","503.11","156.00","416.34","154.55","433.54","1.68","0.74"
"3573",227,0,1,"1049.00","81.89","141.87","1.06","28.61","78.85","3.54","0.03","0.0447","0.0465","145.51","461.83","150.27","388.94","179.21","447.80","139.13","459.95","1.73","0.82"
"3574",98,0,1,"1049.00","81.89","141.87","1.06","28.61","78.85","3.54","0.03","0.0447","0.0465","145.51","461.83","150.27","388.94","179.21","447.80","139.13","459.95","1.73","0.82"
"3575",227,3,1,"938.36","65.45","128.29","1.09","29.78","75.53","4.16","0.02","0.0478","0.0414","147.66","468.06","145.99","516.66","172.48","414.41","141.17","436.74","1.96","0.65"
"3576",98,3,1,"938.36","65.45","128.29","1.09","29.78","75.53","4.16","0.02","0.0478","0.0414","147.66","468.06","145.99","516.66","172.48","414.41","141.17","436.74","1.96","0.65"
"3577",227,3,1,"898.82","83.74","124.70","1.16","23.51","79.65","2.94","0.07","0.0533","0.0584","134.24","439.73","153.80","448.53","156.62","384.18","142.71","584.43","1.49","0.84"
"3578",98,3,1,"898.82","83.74","124.70","1.16","23.51","79.65","2.94","0.07","0.0533","0.0584","134.24","439.73","153.80","448.53","156.62","384.18","142.71","584.43","1.49","0.84"
"3579",227,0,1,"768.96","54.85","78.44","1.05","29.75","71.15","2.89","0.04","0.0451","0.0217","132.06","475.50","151.18","452.82","136.30","368.90","163.97","397.85","1.43","0.55"
"3580",98,0,1,"768.96","54.85","78.44","1.05","29.75","71.15","2.89","0.04","0.0451","0.0217","132.06","475.50","151.18","452.82","136.30","368.90","163.97","397.85","1.43","0.55"
"3581",227,2,1,"844.83","64.99","138.51","1.09","22.19","82.39","3.16","0.03","0.0448","0.0688","148.26","450.38","113.21","406.54","143.36","433.67","145.75","428.70","2.13","0.65"
"3582",98,2,1,"844.83","64.99","138.51","1.09","22.19","82.39","3.16","0.03","0.0448","0.0688","148.26","450.38","113.21","406.54","143.36","433.67","145.75","428.70","2.13","0.65"
"3583",227,2,1,"940.51","67.04","151.62","1.19","25.55","80.77","3.39","0.07","-0.0009","0.0766","146.65","412.96","139.15","468.75","140.85","395.43","101.15","414.30","2.26","0.67"
"3584",98,2,1,"940.51","67.04","151.62","1.19","25.55","80.77","3.39","0.07","-0.0009","0.0766","146.65","412.96","139.15","468.75","140.85","395.43","101.15","414.30","2.26","0.67"
"3585",227,0,1,"950.14","73.86","117.56","1.28","27.71","74.58","3.32","0.02","0.0697","0.0516","146.15","374.26","153.73","386.87","139.56","432.76","133.79","461.29","1.59","0.74"
"3586",98,0,1,"950.14","73.86","117.56","1.28","27.71","74.58","3.32","0.02","0.0697","0.0516","146.15","374.26","153.73","386.87","139.56","432.76","133.79","461.29","1.59","0.74"
"3587",227,0,1,"906.27","63.31","145.48","1.40","31.43","75.34","2.92","0.03","0.0408","0.0709","138.48","393.79","140.24","413.12","134.02","416.83","145.47","442.34","2.30","0.63"
"3588",98,0,1,"906.27","63.31","145.48","1.40","31.43","75.34","2.92","0.03","0.0408","0.0709","138.48","393.79","140.24","413.12","134.02","416.83","145.47","442.34","2.30","0.63"
"3589",227,0,1,"887.96","63.72","138.16","1.21","28.96","81.25","3.26","0.03","0.0251","0.0481","144.74","427.65","143.97","431.65","152.86","463.73","131.38","407.29","2.17","0.64"
"3590",98,0,1,"887.96","63.72","138.16","1.21","28.96","81.25","3.26","0.03","0.0251","0.0481","144.74","427.65","143.97","431.65","152.86","463.73","131.38","407.29","2.17","0.64"
"3591",227,1,1,"979.21","69.79","114.37","1.09","24.85","85.67","3.04","0.03","0.0765","0.0917","144.61","414.07","136.63","424.96","145.24","387.08","166.87","420.14","1.64","0.70"
"3592",98,1,1,"979.21","69.79","114.37","1.09","24.85","85.67","3.04","0.03","0.0765","0.0917","144.61","414.07","136.63","424.96","145.24","387.08","166.87","420.14","1.64","0.70"
"3593",227,0,1,"1000.98","66.69","138.50","1.05","28.65","79.80","2.90","0.03","0.0340","0.0609","135.94","395.31","145.68","421.92","155.73","398.39","140.55","416.13","2.08","0.67"
"3594",98,0,1,"1000.98","66.69","138.50","1.05","28.65","79.80","2.90","0.03","0.0340","0.0609","135.94","395.31","145.68","421.92","155.73","398.39","140.55","416.13","2.08","0.67"
"3595",227,0,1,"937.35","72.24","124.09","1.12","29.70","76.46","3.23","0.03","0.0257","0.0517","143.73","401.27","130.61","379.99","145.39","439.68","151.51","441.46","1.72","0.72"
"3596",98,0,1,"937.35","72.24","124.09","1.12","29.70","76.46","3.23","0.03","0.0257","0.0517","143.73","401.27","130.61","379.99","145.39","439.68","151.51","441.46","1.72","0.72"
"3597",227,0,1,"950.33","82.87","134.43","1.30","27.78","76.95","3.95","0.04","0.0223","0.0549","145.27","434.79","158.75","423.84","155.23","383.02","148.04","388.51","1.62","0.83"
"3598",98,0,1,"950.33","82.87","134.43","1.30","27.78","76.95","3.95","0.04","0.0223","0.0549","145.27","434.79","158.75","423.84","155.23","383.02","148.04","388.51","1.62","0.83"
"3599",227,1,1,"936.97","82.97","111.39","1.22","26.86","84.46","3.79","0.08","0.0253","0.0383","149.39","368.07","154.81","417.94","143.01","406.65","147.68","372.25","1.34","0.83"
"3600",98,1,1,"936.97","82.97","111.39","1.22","26.86","84.46","3.79","0.08","0.0253","0.0383","149.39","368.07","154.81","417.94","143.01","406.65","147.68","372.25","1.34","0.83"
"3601",33,0,1,"977.95","51.04","135.37","1.18","24.93","82.10","3.56","0.08","0.0338","0.0863","147.50","393.44","132.85","432.44","133.98","424.08","158.86","461.36","2.65","0.51"
"3602",31,0,1,"977.95","51.04","135.37","1.18","24.93","82.10","3.56","0.08","0.0338","0.0863","147.50","393.44","132.85","432.44","133.98","424.08","158.86","461.36","2.65","0.51"
"3603",33,2,1,"974.81","66.06","132.52","1.17","27.84","78.98","3.24","0.07","0.0004","0.0613","120.43","460.12","149.90","386.61","138.24","404.56","134.27","386.67","2.01","0.66"
"3604",31,2,1,"974.81","66.06","132.52","1.17","27.84","78.98","3.24","0.07","0.0004","0.0613","120.43","460.12","149.90","386.61","138.24","404.56","134.27","386.67","2.01","0.66"
"3605",33,0,1,"921.99","75.19","110.03","1.22","29.56","77.93","3.93","0.05","0.0594","0.0280","136.24","433.78","144.13","408.35","161.70","440.73","128.77","438.38","1.46","0.75"
"3606",31,0,1,"921.99","75.19","110.03","1.22","29.56","77.93","3.93","0.05","0.0594","0.0280","136.24","433.78","144.13","408.35","161.70","440.73","128.77","438.38","1.46","0.75"
"3607",33,0,1,"877.29","66.05","140.76","1.13","20.53","79.45","3.26","0.09","0.0665","0.0956","143.79","401.93","151.10","388.31","141.83","384.39","136.44","441.54","2.13","0.66"
"3608",31,0,1,"877.29","66.05","140.76","1.13","20.53","79.45","3.26","0.09","0.0665","0.0956","143.79","401.93","151.10","388.31","141.83","384.39","136.44","441.54","2.13","0.66"
"3609",33,0,1,"1007.76","67.88","139.47","1.11","28.66","82.49","3.46","0.05","0.1004","0.0473","139.74","480.73","167.66","385.75","146.21","455.22","157.81","497.25","2.05","0.68"
"3610",31,0,1,"1007.76","67.88","139.47","1.11","28.66","82.49","3.46","0.05","0.1004","0.0473","139.74","480.73","167.66","385.75","146.21","455.22","157.81","497.25","2.05","0.68"
"3611",33,0,1,"952.33","64.07","111.52","0.96","32.84","74.15","3.46","0.05","0.0307","0.0395","149.89","437.80","137.10","432.37","160.37","454.44","161.59","386.45","1.74","0.64"
"3612",31,0,1,"952.33","64.07","111.52","0.96","32.84","74.15","3.46","0.05","0.0307","0.0395","149.89","437.80","137.10","432.37","160.37","454.44","161.59","386.45","1.74","0.64"
"3613",33,0,1,"908.03","63.31","113.46","1.24","27.64","77.73","3.29","0.06","0.0473","0.0857","132.14","435.44","149.39","443.53","131.87","393.83","149.46","406.97","1.79","0.63"
"3614",31,0,1,"908.03","63.31","113.46","1.24","27.64","77.73","3.29","0.06","0.0473","0.0857","132.14","435.44","149.39","443.53","131.87","393.83","149.46","406.97","1.79","0.63"
"3615",33,0,1,"986.30","68.92","138.86","1.07","26.64","69.63","3.39","0.08","0.0856","0.0819","149.61","436.04","155.58","408.69","149.35","449.24","144.70","389.08","2.01","0.69"
"3616",31,0,1,"986.30","68.92","138.86","1.07","26.64","69.63","3.39","0.08","0.0856","0.0819","149.61","436.04","155.58","408.69","149.35","449.24","144.70","389.08","2.01","0.69"
"3617",33,0,1,"889.99","60.92","127.81","1.26","34.14","89.19","4.06","0.04","0.0649","0.0536","138.76","411.94","156.65","377.98","143.95","412.78","143.35","421.31","2.10","0.61"
"3618",31,0,1,"889.99","60.92","127.81","1.26","34.14","89.19","4.06","0.04","0.0649","0.0536","138.76","411.94","156.65","377.98","143.95","412.78","143.35","421.31","2.10","0.61"
"3619",33,7,1,"917.56","88.21","125.22","1.35","25.94","81.07","2.56","0.07","0.0239","0.5216","145.61","508.05","165.83","424.94","152.13","381.51","155.21","413.07","1.42","0.88"
"3620",31,7,1,"917.56","88.21","125.22","1.35","25.94","81.07","2.56","0.07","0.0239","0.5216","145.61","508.05","165.83","424.94","152.13","381.51","155.21","413.07","1.42","0.88"
"3621",33,0,1,"951.55","72.53","123.16","1.07","28.36","79.00","3.70","0.04","0.0318","0.0392","139.36","367.76","149.43","453.40","140.38","405.77","144.15","441.12","1.70","0.73"
"3622",31,0,1,"951.55","72.53","123.16","1.07","28.36","79.00","3.70","0.04","0.0318","0.0392","139.36","367.76","149.43","453.40","140.38","405.77","144.15","441.12","1.70","0.73"
"3623",33,4,1,"909.34","89.74","131.98","1.11","32.85","80.35","4.14","0.24","0.4262","0.0588","144.33","404.87","153.74","404.36","136.02","412.67","145.03","402.92","1.47","0.90"
"3624",31,4,1,"909.34","89.74","131.98","1.11","32.85","80.35","4.14","0.24","0.4262","0.0588","144.33","404.87","153.74","404.36","136.02","412.67","145.03","402.92","1.47","0.90"
"3625",33,0,1,"915.00","91.65","117.04","1.31","26.09","78.89","4.02","0.06","0.0815","0.0762","131.65","428.63","145.83","382.48","155.41","427.62","149.38","430.75","1.28","0.92"
"3626",31,0,1,"915.00","91.65","117.04","1.31","26.09","78.89","4.02","0.06","0.0815","0.0762","131.65","428.63","145.83","382.48","155.41","427.62","149.38","430.75","1.28","0.92"
"3627",33,3,1,"927.97","72.51","159.04","1.20","30.92","78.84","3.19","0.04","0.0599","0.0716","149.70","413.25","150.99","510.61","151.86","344.29","138.81","399.74","2.19","0.73"
"3628",31,3,1,"927.97","72.51","159.04","1.20","30.92","78.84","3.19","0.04","0.0599","0.0716","149.70","413.25","150.99","510.61","151.86","344.29","138.81","399.74","2.19","0.73"
"3629",33,0,1,"973.68","67.58","167.35","1.29","24.07","82.39","3.47","0.05","0.0536","0.0558","143.67","436.60","146.56","441.34","167.34","379.96","146.41","433.91","2.48","0.68"
"3630",31,0,1,"973.68","67.58","167.35","1.29","24.07","82.39","3.47","0.05","0.0536","0.0558","143.67","436.60","146.56","441.34","167.34","379.96","146.41","433.91","2.48","0.68"
"3631",33,0,1,"936.25","54.97","150.85","1.27","29.49","77.61","4.45","0.05","0.0451","0.0407","135.72","462.59","137.30","465.01","147.47","414.70","134.39","415.72","2.74","0.55"
"3632",31,0,1,"936.25","54.97","150.85","1.27","29.49","77.61","4.45","0.05","0.0451","0.0407","135.72","462.59","137.30","465.01","147.47","414.70","134.39","415.72","2.74","0.55"
"3633",33,0,1,"860.59","60.31","118.11","1.35","27.47","75.30","3.62","0.09","0.0490","0.0604","145.00","415.94","140.31","423.01","156.13","398.87","156.15","335.51","1.96","0.60"
"3634",31,0,1,"860.59","60.31","118.11","1.35","27.47","75.30","3.62","0.09","0.0490","0.0604","145.00","415.94","140.31","423.01","156.13","398.87","156.15","335.51","1.96","0.60"
"3635",33,4,1,"1014.95","61.22","113.22","1.17","24.78","79.96","3.75","0.36","0.3765","0.0222","157.71","431.54","155.74","392.31","152.25","426.24","145.87","483.38","1.85","0.61"
"3636",31,4,1,"1014.95","61.22","113.22","1.17","24.78","79.96","3.75","0.36","0.3765","0.0222","157.71","431.54","155.74","392.31","152.25","426.24","145.87","483.38","1.85","0.61"
"3637",33,0,1,"914.05","72.50","134.42","1.34","28.46","75.86","3.08","0.03","0.0414","0.0732","133.62","406.29","152.73","389.05","143.82","430.10","128.64","372.04","1.85","0.73"
"3638",31,0,1,"914.05","72.50","134.42","1.34","28.46","75.86","3.08","0.03","0.0414","0.0732","133.62","406.29","152.73","389.05","143.82","430.10","128.64","372.04","1.85","0.73"
"3639",33,0,1,"974.05","86.58","127.49","1.31","33.26","79.99","3.52","0.04","0.0571","0.0717","141.66","412.25","128.56","423.81","148.78","416.36","134.25","463.57","1.47","0.87"
"3640",31,0,1,"974.05","86.58","127.49","1.31","33.26","79.99","3.52","0.04","0.0571","0.0717","141.66","412.25","128.56","423.81","148.78","416.36","134.25","463.57","1.47","0.87"
"3641",33,0,1,"874.35","83.09","140.94","1.16","25.35","85.07","4.15","0.03","0.0369","0.0583","133.48","450.20","150.46","425.33","145.79","412.22","138.91","427.93","1.70","0.83"
"3642",31,0,1,"874.35","83.09","140.94","1.16","25.35","85.07","4.15","0.03","0.0369","0.0583","133.48","450.20","150.46","425.33","145.79","412.22","138.91","427.93","1.70","0.83"
"3643",33,0,1,"985.96","67.97","137.38","1.17","29.11","80.05","2.72","0.04","0.0138","0.0385","136.49","395.31","128.83","420.12","145.38","445.15","135.90","440.21","2.02","0.68"
"3644",31,0,1,"985.96","67.97","137.38","1.17","29.11","80.05","2.72","0.04","0.0138","0.0385","136.49","395.31","128.83","420.12","145.38","445.15","135.90","440.21","2.02","0.68"
"3645",33,7,1,"889.16","58.05","112.96","1.26","29.87","75.25","1.96","0.06","0.0745","0.4892","150.73","546.06","160.21","414.33","156.84","417.19","136.25","406.12","1.95","0.58"
"3646",31,7,1,"889.16","58.05","112.96","1.26","29.87","75.25","1.96","0.06","0.0745","0.4892","150.73","546.06","160.21","414.33","156.84","417.19","136.25","406.12","1.95","0.58"
"3647",33,0,1,"988.39","69.49","157.27","1.16","26.52","84.66","2.74","0.04","0.0271","0.0720","141.21","472.84","144.00","402.37","145.60","489.06","143.09","373.14","2.26","0.69"
"3648",31,0,1,"988.39","69.49","157.27","1.16","26.52","84.66","2.74","0.04","0.0271","0.0720","141.21","472.84","144.00","402.37","145.60","489.06","143.09","373.14","2.26","0.69"
"3649",33,0,1,"992.46","75.98","133.19","1.22","26.25","77.11","4.08","0.05","0.0396","0.0679","138.87","423.48","136.10","386.39","158.61","405.52","153.24","430.35","1.75","0.76"
"3650",31,0,1,"992.46","75.98","133.19","1.22","26.25","77.11","4.08","0.05","0.0396","0.0679","138.87","423.48","136.10","386.39","158.61","405.52","153.24","430.35","1.75","0.76"
"3651",33,0,1,"959.31","80.11","116.65","1.27","31.24","83.04","3.04","0.05","0.0625","0.0536","148.64","436.69","129.26","410.86","163.22","437.28","152.49","408.92","1.46","0.80"
"3652",31,0,1,"959.31","80.11","116.65","1.27","31.24","83.04","3.04","0.05","0.0625","0.0536","148.64","436.69","129.26","410.86","163.22","437.28","152.49","408.92","1.46","0.80"
"3653",33,4,1,"977.11","51.27","162.72","1.17","28.59","71.81","3.74","0.32","0.3630","0.0590","146.31","455.81","137.11","461.21","148.02","417.50","142.83","433.87","3.17","0.51"
"3654",31,4,1,"977.11","51.27","162.72","1.17","28.59","71.81","3.74","0.32","0.3630","0.0590","146.31","455.81","137.11","461.21","148.02","417.50","142.83","433.87","3.17","0.51"
"3655",33,0,1,"919.61","79.59","121.55","1.09","30.06","75.60","4.24","0.06","0.0687","0.0721","147.92","411.19","145.29","418.13","147.42","458.97","167.86","448.59","1.53","0.80"
"3656",31,0,1,"919.61","79.59","121.55","1.09","30.06","75.60","4.24","0.06","0.0687","0.0721","147.92","411.19","145.29","418.13","147.42","458.97","167.86","448.59","1.53","0.80"
"3657",33,0,1,"958.78","68.43","122.72","1.28","27.97","77.67","2.67","0.04","0.0550","0.0381","149.38","421.87","138.86","431.69","147.45","398.67","130.40","408.81","1.79","0.68"
"3658",31,0,1,"958.78","68.43","122.72","1.28","27.97","77.67","2.67","0.04","0.0550","0.0381","149.38","421.87","138.86","431.69","147.45","398.67","130.40","408.81","1.79","0.68"
"3659",33,0,1,"924.03","80.00","142.04","1.26","28.48","78.29","3.79","0.07","0.0414","0.0661","155.58","442.93","129.85","356.91","150.46","427.89","128.68","433.82","1.78","0.80"
"3660",31,0,1,"924.03","80.00","142.04","1.26","28.48","78.29","3.79","0.07","0.0414","0.0661","155.58","442.93","129.85","356.91","150.46","427.89","128.68","433.82","1.78","0.80"
"3661",33,0,1,"992.86","94.96","125.97","1.26","32.07","78.43","3.55","0.05","0.0605","0.0721","130.98","443.70","132.31","415.00","127.73","381.12","140.05","423.34","1.33","0.95"
"3662",31,0,1,"992.86","94.96","125.97","1.26","32.07","78.43","3.55","0.05","0.0605","0.0721","130.98","443.70","132.31","415.00","127.73","381.12","140.05","423.34","1.33","0.95"
"3663",33,0,1,"953.44","71.33","115.16","1.14","25.03","73.63","3.15","0.04","0.0573","0.0652","155.22","419.67","140.65","383.90","152.72","428.74","153.23","439.28","1.61","0.71"
"3664",31,0,1,"953.44","71.33","115.16","1.14","25.03","73.63","3.15","0.04","0.0573","0.0652","155.22","419.67","140.65","383.90","152.72","428.74","153.23","439.28","1.61","0.71"
"3665",33,0,1,"982.53","74.33","152.97","1.16","23.49","75.82","3.02","0.03","0.0301","0.0437","167.86","408.36","142.59","403.23","141.06","438.30","133.74","409.39","2.06","0.74"
"3666",31,0,1,"982.53","74.33","152.97","1.16","23.49","75.82","3.02","0.03","0.0301","0.0437","167.86","408.36","142.59","403.23","141.06","438.30","133.74","409.39","2.06","0.74"
"3667",33,0,1,"948.26","56.40","150.50","1.22","28.79","80.10","4.27","0.06","0.0366","0.0830","128.97","402.24","136.45","473.14","159.60","430.26","152.99","433.85","2.67","0.56"
"3668",31,0,1,"948.26","56.40","150.50","1.22","28.79","80.10","4.27","0.06","0.0366","0.0830","128.97","402.24","136.45","473.14","159.60","430.26","152.99","433.85","2.67","0.56"
"3669",33,0,1,"952.80","76.66","124.43","1.17","25.59","82.29","3.54","0.04","0.0213","0.0564","144.84","459.10","131.46","380.86","145.73","448.02","146.40","436.76","1.62","0.77"
"3670",31,0,1,"952.80","76.66","124.43","1.17","25.59","82.29","3.54","0.04","0.0213","0.0564","144.84","459.10","131.46","380.86","145.73","448.02","146.40","436.76","1.62","0.77"
"3671",33,0,1,"887.99","82.54","130.88","1.20","27.81","88.64","3.63","0.02","0.0729","0.0918","149.52","395.79","152.10","352.84","138.23","396.59","158.48","411.62","1.59","0.83"
"3672",31,0,1,"887.99","82.54","130.88","1.20","27.81","88.64","3.63","0.02","0.0729","0.0918","149.52","395.79","152.10","352.84","138.23","396.59","158.48","411.62","1.59","0.83"
"3673",33,0,1,"977.03","84.81","129.09","1.25","28.44","79.23","3.83","0.02","0.0451","0.0676","146.72","381.36","131.61","374.41","142.10","418.30","132.88","419.30","1.52","0.85"
"3674",31,0,1,"977.03","84.81","129.09","1.25","28.44","79.23","3.83","0.02","0.0451","0.0676","146.72","381.36","131.61","374.41","142.10","418.30","132.88","419.30","1.52","0.85"
"3675",33,0,1,"978.01","71.61","129.47","1.11","25.45","80.27","3.68","0.05","0.0762","0.0463","148.79","387.21","140.29","510.82","143.30","388.32","142.28","452.83","1.81","0.72"
"3676",31,0,1,"978.01","71.61","129.47","1.11","25.45","80.27","3.68","0.05","0.0762","0.0463","148.79","387.21","140.29","510.82","143.30","388.32","142.28","452.83","1.81","0.72"
"3677",33,0,1,"946.88","67.51","133.13","1.06","35.15","90.62","2.94","0.01","0.0861","0.0783","142.92","425.54","132.35","384.16","142.10","456.87","135.61","422.52","1.97","0.68"
"3678",31,0,1,"946.88","67.51","133.13","1.06","35.15","90.62","2.94","0.01","0.0861","0.0783","142.92","425.54","132.35","384.16","142.10","456.87","135.61","422.52","1.97","0.68"
"3679",33,0,1,"1035.50","55.43","144.63","1.17","27.40","80.91","3.81","0.02","0.0231","0.0912","145.90","413.98","148.62","358.58","135.90","409.95","157.05","423.04","2.61","0.55"
"3680",31,0,1,"1035.50","55.43","144.63","1.17","27.40","80.91","3.81","0.02","0.0231","0.0912","145.90","413.98","148.62","358.58","135.90","409.95","157.05","423.04","2.61","0.55"
"3681",33,0,1,"969.05","76.95","138.24","1.30","28.86","90.98","3.84","0.05","0.0264","0.0506","153.53","397.01","132.99","416.03","137.98","454.76","146.00","420.77","1.80","0.77"
"3682",31,0,1,"969.05","76.95","138.24","1.30","28.86","90.98","3.84","0.05","0.0264","0.0506","153.53","397.01","132.99","416.03","137.98","454.76","146.00","420.77","1.80","0.77"
"3683",33,2,1,"923.53","70.75","124.79","1.27","28.55","77.23","4.09","0.09","0.0743","0.0791","121.37","394.03","150.31","414.34","140.19","460.06","150.40","405.84","1.76","0.71"
"3684",31,2,1,"923.53","70.75","124.79","1.27","28.55","77.23","4.09","0.09","0.0743","0.0791","121.37","394.03","150.31","414.34","140.19","460.06","150.40","405.84","1.76","0.71"
"3685",33,0,1,"987.33","62.41","118.71","1.19","30.69","74.39","3.98","0.01","0.0289","0.0153","167.04","390.45","142.69","350.07","137.19","398.23","142.69","435.16","1.90","0.62"
"3686",31,0,1,"987.33","62.41","118.71","1.19","30.69","74.39","3.98","0.01","0.0289","0.0153","167.04","390.45","142.69","350.07","137.19","398.23","142.69","435.16","1.90","0.62"
"3687",33,0,1,"899.34","68.98","114.22","1.03","27.28","84.10","3.48","0.07","0.0094","0.0696","142.39","445.87","152.03","421.51","147.08","452.52","155.98","335.13","1.66","0.69"
"3688",31,0,1,"899.34","68.98","114.22","1.03","27.28","84.10","3.48","0.07","0.0094","0.0696","142.39","445.87","152.03","421.51","147.08","452.52","155.98","335.13","1.66","0.69"
"3689",33,0,1,"1000.58","89.15","128.30","1.13","24.68","71.24","3.23","0.06","0.0536","0.0412","155.14","402.28","162.77","424.62","168.97","400.09","136.17","432.17","1.44","0.89"
"3690",31,0,1,"1000.58","89.15","128.30","1.13","24.68","71.24","3.23","0.06","0.0536","0.0412","155.14","402.28","162.77","424.62","168.97","400.09","136.17","432.17","1.44","0.89"
"3691",33,0,1,"963.87","96.48","94.57","1.31","23.40","75.57","3.55","0.08","0.0415","0.0628","142.56","419.51","125.69","368.09","149.98","461.07","141.65","433.62","0.98","0.96"
"3692",31,0,1,"963.87","96.48","94.57","1.31","23.40","75.57","3.55","0.08","0.0415","0.0628","142.56","419.51","125.69","368.09","149.98","461.07","141.65","433.62","0.98","0.96"
"3693",33,0,1,"873.06","55.66","126.48","1.23","30.12","81.89","4.09","0.04","0.0591","0.0639","149.50","415.92","138.42","488.89","150.98","444.38","161.52","405.37","2.27","0.56"
"3694",31,0,1,"873.06","55.66","126.48","1.23","30.12","81.89","4.09","0.04","0.0591","0.0639","149.50","415.92","138.42","488.89","150.98","444.38","161.52","405.37","2.27","0.56"
"3695",33,0,1,"962.65","63.36","133.73","1.25","27.59","77.17","3.18","0.05","0.0326","0.0552","140.82","409.84","155.87","391.64","141.97","405.62","160.56","428.60","2.11","0.63"
"3696",31,0,1,"962.65","63.36","133.73","1.25","27.59","77.17","3.18","0.05","0.0326","0.0552","140.82","409.84","155.87","391.64","141.97","405.62","160.56","428.60","2.11","0.63"
"3697",33,0,1,"1007.91","53.02","132.07","0.93","27.11","77.35","3.00","0.04","0.0057","0.0864","144.30","414.83","162.04","362.37","156.46","476.89","134.96","401.93","2.49","0.53"
"3698",31,0,1,"1007.91","53.02","132.07","0.93","27.11","77.35","3.00","0.04","0.0057","0.0864","144.30","414.83","162.04","362.37","156.46","476.89","134.96","401.93","2.49","0.53"
